0.000000 	 1.000000 
0.100000 	 0.997500 
0.200000 	 0.990025 
0.300000 	 0.977627 
0.400000 	 0.960400 
0.500000 	 0.938477 
0.600000 	 0.912025 
0.700000 	 0.881252 
0.800000 	 0.846400 
0.900000 	 0.807521 
1.000000 	 0.765191 
1.100000 	 0.719608 
1.200000 	 0.671104 
1.300000 	 0.620031 
1.400000 	 0.566757 
1.500000 	 0.511658 
1.600000 	 0.455409 
1.700000 	 0.397998 
1.800000 	 0.340010 
1.900000 	 0.281859 
2.000000 	 0.223958 
2.100000 	 0.166603 
2.200000 	 0.110356 
2.300000 	 0.055530 
2.400000 	 0.002508 
2.500000 	 -0.048383 
2.600000 	 -0.096848 
2.700000 	 -0.142517 
2.799999 	 -0.185032 
2.899999 	 -0.224304 
2.999999 	 -0.260041 
3.099999 	 -0.292046 
3.199999 	 -0.320161 
3.299999 	 -0.344254 
3.399999 	 -0.364232 
3.499999 	 -0.380033 
3.599999 	 -0.391629 
3.699999 	 -0.399025 
3.799999 	 -0.402573 
3.899998 	 -0.401852 
3.999998 	 -0.397188 
4.099998 	 -0.388727 
4.199998 	 -0.376641 
4.299998 	 -0.361133 
4.399998 	 -0.342432 
4.499998 	 -0.320527 
4.599998 	 -0.296115 
4.699998 	 -0.269297 
4.799998 	 -0.240376 
4.899998 	 -0.209667 
4.999998 	 -0.177494 
5.099998 	 -0.144345 
5.199997 	 -0.110305 
5.299997 	 -0.075825 
5.399997 	 -0.041210 
5.499997 	 -0.006842 
5.599997 	 0.026974 
5.699997 	 0.059926 
5.799997 	 0.091711 
5.899997 	 0.122045 
5.999997 	 0.150663 
6.099997 	 0.177318 
6.199996 	 0.201785 
6.299996 	 0.223865 
6.399996 	 0.243385 
6.499996 	 0.260200 
6.599996 	 0.274192 
6.699996 	 0.285272 
6.799996 	 0.293073 
6.899996 	 0.298070 
6.999996 	 0.300033 
7.099996 	 0.298987 
7.199996 	 0.294982 
7.299995 	 0.288091 
7.399995 	 0.278424 
7.499995 	 0.266363 
7.599995 	 0.251633 
7.699995 	 0.234593 
7.799995 	 0.215462 
7.899995 	 0.194444 
7.999995 	 0.171758 
8.099995 	 0.147507 
8.199995 	 0.122197 
8.299995 	 0.095987 
8.399996 	 0.069126 
8.499996 	 0.041952 
8.599997 	 0.014628 
8.699997 	 -0.012508 
8.799997 	 -0.039230 
8.899998 	 -0.065238 
8.999998 	 -0.090303 
9.099998 	 -0.114212 
9.199999 	 -0.136716 
9.299999 	 -0.157587 
9.400000 	 -0.176704 
9.500000 	 -0.193818 
9.600000 	 -0.208831 
9.700001 	 -0.221604 
9.800001 	 -0.232321 
9.900002 	 -0.240390 
