0.000000 	 0.000000 
0.100000 	 0.099500 
0.200000 	 0.196013 
0.300000 	 0.286601 
0.400000 	 0.368424 
0.500000 	 0.438791 
0.600000 	 0.495201 
0.700000 	 0.535390 
0.800000 	 0.557365 
0.900000 	 0.559449 
1.000000 	 0.540303 
1.100000 	 0.498956 
1.200000 	 0.434829 
1.300000 	 0.347748 
1.400000 	 0.237954 
1.500000 	 0.106105 
1.600000 	 -0.046720 
1.700000 	 -0.219036 
1.800000 	 -0.408964 
1.900000 	 -0.614251 
2.000000 	 -0.832294 
2.100000 	 -1.060176 
2.200000 	 -1.294701 
2.300000 	 -1.532432 
2.400000 	 -1.769745 
2.500000 	 -2.002859 
2.600000 	 -2.227910 
2.700000 	 -2.440995 
2.799999 	 -2.638224 
2.899999 	 -2.815781 
2.999999 	 -2.969983 
3.099999 	 -3.097328 
