0.000000	0.282095
0.020000	0.282208
0.040000	0.282546
0.060000	0.283110
0.080000	0.283898
0.100000	0.284911
0.120000	0.286147
0.140000	0.287606
0.160000	0.289286
0.180000	0.291186
0.200000	0.293304
0.220000	0.295639
0.240000	0.298189
0.260000	0.300953
0.280000	0.303927
0.300000	0.307110
0.320000	0.310499
0.340000	0.314091
0.360000	0.317885
0.380000	0.321877
0.400000	0.326064
0.420000	0.330443
0.440000	0.335012
0.460000	0.339767
0.480000	0.344704
0.500000	0.349821
0.520000	0.355113
0.540000	0.360577
0.560000	0.366210
0.580000	0.372008
0.600000	0.377966
0.620000	0.384082
0.640000	0.390355
0.660000	0.396775
0.680000	0.403341
0.700000	0.410050
0.720000	0.416896
0.740000	0.423878
0.760000	0.430989
0.780000	0.438228
0.800000	0.445589
0.820000	0.453070
0.840000	0.460666
0.860000	0.468368
0.880000	0.476182
0.900000	0.484100
0.920000	0.492118
0.940000	0.500233
0.960000	0.508442
0.980000	0.516739
1.000000	0.525124
1.020000	0.533590
1.040000	0.542144
1.060000	0.550768
1.080000	0.559466
1.100000	0.568235
1.120000	0.577070
1.140000	0.585971
1.159999	0.594933
1.179999	0.603954
1.199999	0.613032
1.219999	0.622153
1.239999	0.631332
1.259999	0.640561
1.279999	0.649835
1.299999	0.659153
1.319999	0.668512
1.339999	0.677910
1.359999	0.687345
1.379999	0.696831
1.399999	0.706338
1.419999	0.715877
1.439999	0.725447
1.459999	0.735046
1.479999	0.744671
1.499999	0.754323
1.519999	0.763981
1.539999	0.773675
1.559999	0.783390
1.579999	0.793125
1.599999	0.802877
1.619999	0.812647
1.639999	0.822431
1.659999	0.832254
1.679999	0.842074
1.699999	0.851907
1.719999	0.861753
1.739999	0.871612
1.759999	0.881482
1.779999	0.891338
1.799999	0.901223
1.819999	0.911116
1.839999	0.921017
1.859999	0.930924
1.879999	0.940862
1.899999	0.950788
1.919999	0.960721
1.939999	0.970660
1.959999	0.980606
1.979999	0.990557
1.999999	1.000482
2.019999	1.010435
2.039999	1.020391
2.059999	1.030350
2.079999	1.040311
2.099999	1.050308
2.119999	1.060282
2.139999	1.070259
2.159999	1.080240
2.179999	1.090224
2.199999	1.100173
2.219999	1.110152
2.239999	1.120132
2.259999	1.130112
2.279999	1.140127
2.299999	1.150118
2.319999	1.160111
2.339998	1.170106
2.359998	1.180104
2.379998	1.190060
2.399998	1.200049
2.419998	1.210037
2.439998	1.220024
2.459998	1.230055
2.479998	1.240054
2.499998	1.250055
2.519998	1.260058
2.539998	1.270018
2.559998	1.280011
2.579998	1.290002
2.599998	1.299992
2.619998	1.310029
2.639998	1.320032
2.659998	1.330036
2.679998	1.340043
2.699998	1.349997
2.719998	1.359991
2.739998	1.369983
2.759998	1.380018
2.779998	1.390022
2.799998	1.400028
2.819998	1.410036
2.839998	1.419991
2.859998	1.429985
2.879998	1.439978
2.899998	1.450014
2.919998	1.460019
2.939998	1.470025
2.959998	1.480036
2.979998	1.489986
2.999998	1.499979
3.019998	1.509970
3.039998	1.520016
3.059998	1.530022
3.079998	1.540030
3.099998	1.549984
3.119998	1.559980
3.139998	1.569970
3.159998	1.580017
3.179998	1.590021
3.199998	1.600028
3.219998	1.610038
3.239998	1.619986
3.259998	1.629974
3.279998	1.639955
3.299998	1.650023
3.319998	1.660031
3.339998	1.670041
3.359998	1.679975
3.379997	1.689980
3.399997	1.700022
3.419997	1.710024
3.439997	1.720032
3.459997	1.729971
3.479997	1.739969
3.499997	1.749981
3.519997	1.759996
3.539997	1.770035
3.559997	1.780053
3.579997	1.789989
3.599997	1.800005
3.619997	1.809942
3.639997	1.820031
3.659997	1.830016
3.679997	1.839976
3.699997	1.849963
3.719997	1.860016
3.739997	1.870000
3.759997	1.880056
3.779997	1.889963
3.799997	1.900105
3.819997	1.909887
3.839997	1.920106
3.859997	1.930088
3.879997	1.940045
3.899997	1.950036
3.919997	1.960105
3.939997	1.969790
3.959997	1.980381
3.979997	1.990056
3.999997	1.999994
4.019997	2.009812
4.039997	2.019369
4.059997	2.029579
4.079997	2.040577
4.099997	2.050028
4.119997	2.059696
4.139997	2.068003
4.159997	2.079296
4.179997	2.091058
4.199997	2.101782
4.219997	2.108710
4.239997	2.120158
4.259997	2.127590
4.279997	2.140863
4.299997	2.155075
4.319997	2.154763
4.339997	2.170173
4.359997	2.181828
4.379997	2.192028
4.399997	2.210254
4.419997	2.215426
4.439997	2.223789
4.459997	2.229007
4.479997	2.245301
4.499997	2.252388
4.519997	2.257385
4.539997	2.301078
4.559997	2.260501
4.579997	2.287586
4.599997	2.286687
4.619997	2.305316
4.639997	2.295562
4.659997	2.426208
4.679996	2.296594
4.699996	2.373841
4.719996	2.236649
4.739996	2.588699
4.759996	2.196287
4.779996	2.568180
4.799996	2.330302
4.819996	2.160360
4.839996	2.863581
4.859996	2.461482
4.879996	2.584483
4.899996	3.248012
4.919996	2.814700
4.939996	2.061104
4.959996	3.175013
4.979996	2.349333
4.999996	2.473267
