0.010000 	 0.999950 	 0.999950
0.020000 	 0.999800 	 0.999800
0.030000 	 0.999550 	 0.999550
0.040000 	 0.999200 	 0.999200
0.050000 	 0.998750 	 0.998750
0.060000 	 0.998200 	 0.998201
0.070000 	 0.997550 	 0.997551
0.080000 	 0.996801 	 0.996802
0.090000 	 0.995952 	 0.995953
0.100000 	 0.995003 	 0.995004
0.110000 	 0.993954 	 0.993956
0.120000 	 0.992806 	 0.992809
0.130000 	 0.991558 	 0.991562
0.140000 	 0.990212 	 0.990216
0.150000 	 0.988766 	 0.988771
0.160000 	 0.987221 	 0.987227
0.170000 	 0.985577 	 0.985585
0.180000 	 0.983835 	 0.983844
0.190000 	 0.981993 	 0.982004
0.200000 	 0.980054 	 0.980067
0.210000 	 0.978016 	 0.978031
0.220000 	 0.975881 	 0.975897
0.230000 	 0.973647 	 0.973666
0.240000 	 0.971316 	 0.971338
0.250000 	 0.968887 	 0.968912
0.260000 	 0.966362 	 0.966390
0.270000 	 0.963739 	 0.963771
0.280000 	 0.961020 	 0.961055
0.290000 	 0.958205 	 0.958244
0.300000 	 0.955293 	 0.955337
0.310000 	 0.952286 	 0.952334
0.320000 	 0.949183 	 0.949235
0.330000 	 0.945985 	 0.946042
0.340000 	 0.942692 	 0.942755
0.350000 	 0.939304 	 0.939373
0.360000 	 0.935822 	 0.935897
0.370000 	 0.932246 	 0.932327
0.380000 	 0.928577 	 0.928665
0.390000 	 0.924814 	 0.924909
0.400000 	 0.920958 	 0.921061
0.410000 	 0.917010 	 0.917121
0.420000 	 0.912970 	 0.913089
0.430000 	 0.908838 	 0.908966
0.440000 	 0.904615 	 0.904752
0.450000 	 0.900301 	 0.900447
0.460000 	 0.895897 	 0.896053
0.470000 	 0.891402 	 0.891568
0.480000 	 0.886818 	 0.886995
0.490000 	 0.882145 	 0.882333
0.500000 	 0.877383 	 0.877583
0.510000 	 0.872533 	 0.872745
0.520000 	 0.867595 	 0.867819
0.530000 	 0.862570 	 0.862807
0.540000 	 0.857458 	 0.857709
0.550000 	 0.852260 	 0.852525
0.560000 	 0.846976 	 0.847255
0.570000 	 0.841607 	 0.841901
0.580000 	 0.836153 	 0.836463
0.590000 	 0.830615 	 0.830941
0.600000 	 0.824993 	 0.825336
0.610000 	 0.819289 	 0.819648
0.620000 	 0.813502 	 0.813879
0.630000 	 0.807633 	 0.808028
0.640000 	 0.801682 	 0.802096
0.650000 	 0.795651 	 0.796084
0.660000 	 0.789540 	 0.789992
0.670000 	 0.783349 	 0.783822
0.680000 	 0.777079 	 0.777573
0.690000 	 0.770730 	 0.771246
0.700000 	 0.764305 	 0.764842
0.710000 	 0.757802 	 0.758362
0.720000 	 0.751222 	 0.751806
0.730000 	 0.744567 	 0.745175
0.740000 	 0.737837 	 0.738469
0.750000 	 0.731032 	 0.731689
0.760000 	 0.724153 	 0.724836
0.770000 	 0.717201 	 0.717911
0.780000 	 0.710177 	 0.710914
0.790000 	 0.703082 	 0.703846
0.800000 	 0.695915 	 0.696707
0.810000 	 0.688678 	 0.689499
0.820000 	 0.681371 	 0.682222
0.830000 	 0.673995 	 0.674876
0.839999 	 0.666551 	 0.667463
0.849999 	 0.659040 	 0.659984
0.859999 	 0.651462 	 0.652438
0.869999 	 0.643819 	 0.644827
0.879999 	 0.636110 	 0.637152
0.889999 	 0.628337 	 0.629412
0.899999 	 0.620500 	 0.621610
0.909999 	 0.612600 	 0.613746
0.919999 	 0.604638 	 0.605821
0.929999 	 0.596615 	 0.597834
0.939999 	 0.588532 	 0.589788
0.949999 	 0.580389 	 0.581684
0.959999 	 0.572187 	 0.573520
0.969999 	 0.563927 	 0.565300
0.979999 	 0.555610 	 0.557023
0.989999 	 0.547236 	 0.548690
0.999999 	 0.538807 	 0.540303
1.009999 	 0.530323 	 0.531861
1.019999 	 0.521785 	 0.523366
1.029999 	 0.513194 	 0.514819
1.039999 	 0.504551 	 0.506221
1.049999 	 0.495857 	 0.497572
1.059999 	 0.487112 	 0.488873
1.069999 	 0.478318 	 0.480125
1.079999 	 0.469475 	 0.471329
1.089999 	 0.460584 	 0.462486
1.099999 	 0.451646 	 0.453597
1.109999 	 0.442662 	 0.444662
1.119999 	 0.433633 	 0.435683
1.129999 	 0.424560 	 0.426660
1.139999 	 0.415443 	 0.417595
1.149999 	 0.406284 	 0.408488
1.159999 	 0.397083 	 0.399340
1.169999 	 0.387842 	 0.390152
1.179999 	 0.378561 	 0.380926
1.189999 	 0.369241 	 0.371661
1.199999 	 0.359883 	 0.362358
1.209999 	 0.350488 	 0.353020
1.219999 	 0.341058 	 0.343646
1.229999 	 0.331592 	 0.334238
1.239999 	 0.322092 	 0.324797
1.249999 	 0.312559 	 0.315323
1.259999 	 0.302994 	 0.305818
1.269999 	 0.293398 	 0.296282
1.279999 	 0.283771 	 0.286716
1.289999 	 0.274115 	 0.277122
1.299999 	 0.264431 	 0.267500
1.309999 	 0.254719 	 0.257851
1.319999 	 0.244981 	 0.248176
