5.000000	0.000000	
4.997533	0.157054	
4.990134	0.313952	
4.977810	0.470541	
4.960574	0.626666	
4.938442	0.782172	
4.911437	0.936906	
4.879584	1.090715	
4.842916	1.243448	
4.801469	1.394954	
4.755283	1.545084	
4.704404	1.693688	
4.648883	1.840621	
4.588774	1.985738	
4.524136	2.128895	
4.455033	2.269951	
4.381535	2.408767	
4.303711	2.545205	
4.221641	2.679132	
4.135405	2.810415	
4.045087	2.938924	
3.950777	3.064533	
3.852568	3.187117	
3.750558	3.306557	
3.644846	3.422733	
3.535537	3.535531	
3.422739	3.644840	
3.306563	3.750552	
3.187124	3.852563	
3.064539	3.950772	
2.938931	4.045082	
2.810421	4.135400	
2.679139	4.221637	
2.545212	4.303707	
2.408773	4.381531	
2.269957	4.455030	
2.128901	4.524133	
1.985744	4.588771	
1.840628	4.648880	
1.693695	4.704402	
1.545090	4.755281	
1.394960	4.801467	
1.243454	4.842915	
1.090721	4.879583	
0.936911	4.911435	
0.782177	4.938441	
0.626671	4.960573	
0.470546	4.977809	
0.313957	4.990133	
0.157058	4.997533	
0.000005	5.000000	
-0.157049	4.997533	
-0.313948	4.990134	
-0.470537	4.977810	
-0.626662	4.960574	
-0.782168	4.938442	
-0.936902	4.911437	
-1.090712	4.879585	
-1.243446	4.842917	
-1.394952	4.801469	
-1.545081	4.755284	
-1.693686	4.704405	
-1.840619	4.648884	
-1.985736	4.588775	
-2.128893	4.524137	
-2.269949	4.455035	
-2.408765	4.381536	
-2.545204	4.303712	
-2.679131	4.221642	
-2.810414	4.135405	
-2.938923	4.045087	
-3.064532	3.950777	
-3.187117	3.852569	
-3.306556	3.750558	
-3.422733	3.644846	
-3.535531	3.535537	
-3.644841	3.422738	
-3.750553	3.306562	
-3.852564	3.187123	
-3.950773	3.064538	
-4.045083	2.938929	
-4.135401	2.810420	
-4.221638	2.679137	
-4.303709	2.545210	
-4.381532	2.408771	
-4.455031	2.269955	
-4.524134	2.128899	
-4.588772	1.985742	
-4.648881	1.840625	
-4.704403	1.693692	
-4.755282	1.545087	
-4.801468	1.394958	
-4.842915	1.243452	
-4.879583	1.090719	
-4.911436	0.936909	
-4.938441	0.782175	
-4.960573	0.626668	
-4.977809	0.470544	
-4.990133	0.313955	
-4.997533	0.157056	
-5.000000	0.000002	
-4.997533	-0.157052	
-4.990134	-0.313951	
-4.977810	-0.470540	
-4.960574	-0.626665	
-4.938442	-0.782171	
-4.911437	-0.936905	
-4.879584	-1.090715	
-4.842916	-1.243448	
-4.801469	-1.394954	
-4.755283	-1.545084	
-4.704404	-1.693688	
-4.648883	-1.840622	
-4.588774	-1.985738	
-4.524136	-2.128896	
-4.455033	-2.269952	
-4.381534	-2.408767	
-4.303710	-2.545206	
-4.221640	-2.679133	
-4.135403	-2.810416	
-4.045085	-2.938926	
-3.950775	-3.064535	
-3.852566	-3.187119	
-3.750556	-3.306559	
-3.644843	-3.422735	
-3.535534	-3.535534	
-3.422736	-3.644843	
-3.306560	-3.750555	
-3.187121	-3.852565	
-3.064536	-3.950774	
-2.938927	-4.045084	
-2.810418	-4.135402	
-2.679135	-4.221639	
-2.545208	-4.303710	
-2.408769	-4.381533	
-2.269953	-4.455032	
-2.128897	-4.524135	
-1.985740	-4.588773	
-1.840623	-4.648882	
-1.693690	-4.704403	
-1.545086	-4.755282	
-1.394956	-4.801468	
-1.243450	-4.842916	
-1.090717	-4.879584	
-0.936907	-4.911436	
-0.782173	-4.938442	
-0.626666	-4.960574	
-0.470542	-4.977810	
-0.313953	-4.990134	
-0.157054	-4.997533	
0.000000	-5.000000	
0.157054	-4.997533	
0.313953	-4.990134	
0.470542	-4.977810	
0.626666	-4.960574	
0.782173	-4.938442	
0.936907	-4.911436	
1.090717	-4.879584	
1.243450	-4.842916	
1.394956	-4.801468	
1.545086	-4.755282	
1.693690	-4.704403	
1.840623	-4.648882	
1.985740	-4.588773	
2.128897	-4.524135	
2.269953	-4.455032	
2.408769	-4.381533	
2.545208	-4.303710	
2.679135	-4.221639	
2.810418	-4.135402	
2.938927	-4.045084	
3.064536	-3.950774	
3.187121	-3.852565	
3.306561	-3.750554	
3.422737	-3.644842	
3.535535	-3.535533	
3.644844	-3.422734	
3.750556	-3.306558	
3.852567	-3.187119	
3.950776	-3.064534	
4.045086	-2.938925	
4.135404	-2.810415	
4.221641	-2.679132	
4.303711	-2.545205	
4.381535	-2.408767	
4.455034	-2.269950	
4.524136	-2.128894	
4.588774	-1.985737	
4.648883	-1.840620	
4.704405	-1.693687	
4.755283	-1.545082	
4.801469	-1.394953	
4.842916	-1.243447	
4.879584	-1.090714	
4.911437	-0.936904	
4.938442	-0.782169	
4.960574	-0.626663	
4.977810	-0.470539	
4.990134	-0.313949	
4.997533	-0.157051	
